Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Damon Jones,Kings,45.05,8.88,47.2,1.79,4.27,41.98,14
Thomas Hamilton,SuperSonics,46.46,1409.68,27.91,7.43,16.6,44.79,2504
Bryant Reeves,SuperSonics,53.6,1721.04,22.75,10.19,19.62,51.96,2548
Eric Montross,SuperSonics,48.31,601.28,18.39,3.62,8.0,45.25,1820
Christian Laettner,SuperSonics,48.4,296.48,24.84,1.72,3.87,44.33,612
Jeff Webster,SuperSonics,49.32,620.48,16.48,4.25,8.57,49.6,1976
Samaki Walker,SuperSonics,46.73,757.48,17.65,4.25,9.45,44.95,2183
Bob Sura,SuperSonics,47.71,52.4,18.65,1.63,3.66,44.55,146
Chris Carr,SuperSonics,53.2,595.84,13.78,4.04,8.64,46.77,2478
Jarrett Wedge,SuperSonics,50.19,844.72,19.25,8.08,15.83,51.03,2503
Antonio Daniels,SuperSonics,50.92,330.88,17.34,2.13,4.54,46.98,949
Brooks Thompson,SuperSonics,48.6,367.28,20.25,3.1,6.56,47.16,1025
Lorenzen Wright,Grizzlies,46.44,1028.2,23.57,5.72,11.89,48.11,2165
Patrick Ewing,Grizzlies,46.35,621.32,26.51,3.68,8.49,43.34,1228
Joe Vogel,Grizzlies,40.83,374.68,15.55,2.41,6.07,39.7,1154
Antonio McDyess,Grizzlies,50.22,1410.8,25.18,8.32,16.92,49.17,2320
Peja Stojakovic,Grizzlies,53.52,980.08,21.31,5.85,12.96,45.17,2316
Kobe Bryant,Grizzlies,54.72,494.32,21.34,6.31,12.69,49.75,1089
Johnny Taylor,Grizzlies,54.04,728.16,17.93,4.56,9.43,48.32,2051
Austin Croshere,Grizzlies,47.78,291.96,9.62,1.88,4.52,41.51,1741
Adrian Griffin,Grizzlies,36.76,10.88,18.05,0.83,2.41,34.4,26
Dontae' Jones,Grizzlies,55.87,31.32,13.24,1.24,2.65,46.75,134
Curtis Blair,Grizzlies,52.81,267.0,14.96,2.26,4.6,49.14,931
Chris Garner,Grizzlies,47.5,423.2,17.02,3.28,6.47,50.78,1329
Khalid Reeves,Grizzlies,55.39,711.32,18.41,6.75,13.54,49.84,2263
James Robinson,Grizzlies,100.0,1.0,20.0,1.24,3.24,38.33,4
