Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Milos Babic,76ers,39.62,155.24,17.03,1.95,4.78,40.8,454
Roy Tarpley,76ers,53.04,1716.6,24.97,8.16,15.9,51.33,3355
Stefano Rusconi,76ers,51.47,1211.44,18.69,5.49,10.98,49.95,3157
Richard Dumas,76ers,46.1,28.2,6.97,0.84,1.76,47.62,183
Sarunas Marciulionis,76ers,54.1,1086.92,23.86,5.97,13.16,45.38,2307
Rex Chapman,76ers,55.02,338.08,18.7,5.39,11.43,47.19,940
Chris Morris,76ers,53.96,1590.08,26.19,7.24,16.28,44.48,3172
Carson Nichols,76ers,51.68,1244.08,18.49,7.87,15.16,51.9,3573
Darrell Armstrong,76ers,67.39,23.0,11.63,1.74,2.59,67.02,61
Myron Brown,76ers,38.28,207.68,18.33,1.12,2.66,42.13,695
Bill Wingate,Raptors,40.96,68.36,19.19,2.1,4.95,42.54,178
Greg Butler,Raptors,58.12,149.68,22.22,2.26,4.26,52.98,382
Jamie Benshoof,Raptors,45.32,700.64,13.22,3.71,7.75,47.86,2658
John Shasky,Raptors,47.66,637.8,15.96,3.46,6.91,50.0,1969
Alec Kessler,Raptors,50.44,2171.8,38.19,10.45,21.24,49.18,2824
Frank Kornet,Raptors,54.2,1629.16,37.8,8.77,16.27,53.89,2043
Jud Buechler,Raptors,52.73,413.4,14.01,2.97,6.03,49.32,1510
Dennis Johnson,Raptors,48.79,416.08,14.69,2.03,4.12,49.33,1396
John Garris,Raptors,49.23,834.92,19.58,4.08,8.39,48.59,2113
Dudley Bradley,Raptors,50.05,614.44,11.02,4.07,8.14,50.01,3050
Dennis Hopson,Raptors,50.54,156.32,18.44,1.06,2.22,47.73,523
Jonathan Longley,Raptors,50.04,388.68,11.87,2.64,5.21,50.57,1818
Kelvin Ransey,Raptors,51.22,916.68,16.66,7.04,13.95,50.45,3365
Sam Bowie,Hawks,49.21,1348.28,25.6,7.65,16.4,46.67,2726
Rich King,Hawks,47.56,118.8,23.68,1.29,2.77,46.65,247
Wayman Tisdale,Hawks,50.34,1159.04,23.83,6.74,14.0,48.17,2515
Anthony Mason,Hawks,47.46,702.72,18.18,3.95,8.75,45.14,2028
Dino Radja,Hawks,48.29,128.4,14.2,0.96,2.04,47.14,434
Chuck Person,Hawks,52.34,949.56,19.24,5.5,13.08,42.03,2856
Kenny Payne,Hawks,51.14,337.28,11.01,1.86,4.1,45.35,1640
Trent Tucker,Hawks,52.34,1540.8,25.46,8.83,17.45,50.6,2961
Willie Burton,Hawks,44.29,95.96,13.48,0.49,1.2,40.68,404
Mahmoud Abdul-Rauf,Hawks,50.02,913.56,15.47,7.44,13.88,53.57,3190
Winston Garland,Hawks,51.06,229.16,16.98,1.94,3.6,53.81,761
Rik Smits,Hornets,49.91,1558.68,27.89,8.87,17.67,50.22,2733
Alvaro Teheran,Hornets,47.89,20.88,20.45,0.81,1.71,47.26,48
Danny Ferry,Hornets,50.24,1510.76,27.57,8.37,18.08,46.27,2800
Tony Massenburg,Hornets,48.5,703.16,22.37,3.86,7.92,48.73,1603
Brian Rowsom,Hornets,44.48,175.36,16.76,3.53,7.68,45.99,515
Derrick McKey,Hornets,51.37,497.36,14.67,3.57,7.22,49.38,1848
George McCloud,Hornets,49.95,273.28,12.68,1.68,3.52,47.59,1175
Kevin Gamble,Hornets,44.71,513.28,13.48,3.21,7.5,42.79,1934
Reggie Lewis,Hornets,52.59,648.44,16.45,4.38,8.74,50.12,2069
Bo Kimble,Hornets,47.93,65.72,21.58,1.11,2.61,42.55,183
Rumeal Robinson,Hornets,50.97,564.04,17.28,4.89,10.32,47.34,2063
Kevin Pritchard,Hornets,45.26,118.2,17.33,2.06,4.73,43.51,434
Randy Brown,Hornets,50.48,829.96,21.89,5.7,13.48,42.26,2281
Joe Barry Carroll,Bulls,53.91,1193.56,22.21,7.07,13.96,50.61,2716
Darryl Dawkins,Bulls,47.51,497.8,19.77,2.8,6.18,45.3,1220
Scott Williams,Bulls,48.52,43.28,17.48,1.2,2.31,51.77,128
Reggie Cross,Bulls,73.53,4.76,24.13,0.76,0.92,81.98,9
Greg Cadillac Anderson,Bulls,50.65,1434.48,25.88,7.26,14.24,51.0,2564
John Salley,Bulls,45.42,845.36,21.65,3.92,8.54,45.89,1811
Stanley Brundy,Bulls,42.55,219.72,9.34,1.28,3.12,41.2,1230
Quintin Dailey,Bulls,48.12,714.84,19.26,4.42,9.3,47.56,1939
Shelton Jones,Bulls,56.09,954.8,17.81,5.71,10.97,52.02,2685
Isiah Thomas,Bulls,54.57,1483.36,22.92,8.86,17.37,51.01,3170
John Paxson,Bulls,52.81,947.68,16.84,7.86,14.13,55.68,2797
Eric Murdock,Bulls,59.18,202.76,25.42,1.55,3.07,50.42,453
Hakeem Olajuwon,Cavaliers,53.95,1864.64,30.3,11.0,21.23,51.81,3178
Patrick Ewing,Cavaliers,50.28,1668.68,29.45,8.79,18.86,46.59,2954
Bill Wennington,Cavaliers,47.62,394.8,20.9,2.2,4.6,47.85,927
Ed Pinckney,Cavaliers,49.13,442.72,19.03,2.41,5.29,45.48,1235
Dale Davis,Cavaliers,11.74,8.52,9.39,0.41,1.56,26.58,49
Grant Long,Cavaliers,45.76,609.68,18.53,3.39,7.86,43.17,1726
Bernard King,Cavaliers,48.47,78.4,13.24,1.42,3.15,45.02,333
Ken Barlow,Cavaliers,55.6,1041.32,22.88,5.69,11.01,51.67,2291
Dee Brown,Cavaliers,53.9,659.6,15.02,4.03,7.74,51.99,2296
Calvin Duncan,Cavaliers,55.53,563.64,14.92,3.23,6.07,53.18,1905
Derek Harper,Cavaliers,54.91,450.72,10.79,6.2,10.55,58.8,2494
Brad Davis,Cavaliers,44.08,262.04,11.61,2.61,5.0,52.22,1489
Tim McCormick,Pistons,49.14,354.08,24.48,2.93,6.05,48.34,728
Bill Laimbeer,Pistons,46.12,697.16,18.48,3.89,8.46,45.95,1910
Eric Leckner,Pistons,47.79,451.96,21.12,3.43,7.2,47.72,1113
Felton Spencer,Pistons,41.94,498.36,11.8,3.04,7.09,42.91,2279
Karl Malone,Pistons,48.62,1158.0,24.83,6.84,16.05,42.61,2656
Anthony Avent,Pistons,54.09,24.96,22.34,1.08,1.96,55.13,51
Terry Mills,Pistons,53.93,508.04,14.05,3.04,6.47,46.98,1966
Walter Berry,Pistons,47.4,108.64,12.34,0.92,2.36,39.2,550
Dan Majerle,Pistons,48.14,1031.32,20.84,6.03,13.58,44.4,2545
Aleksandar Dordevic,Pistons,49.57,416.6,17.22,2.23,5.48,40.76,1356
Steve Hood,Pistons,50.0,7.0,23.63,0.78,2.26,34.6,22
Tim Hardaway,Pistons,50.83,1397.72,26.36,9.03,19.33,46.71,2922
Darrell Walker,Pistons,52.61,415.32,23.55,3.1,6.2,50.04,1010
David Robinson,Pacers,50.49,1945.12,30.74,10.12,20.92,48.36,3283
Mark Eaton,Pacers,42.73,593.2,14.23,2.6,6.82,38.03,2381
Randy Breuer,Pacers,49.32,167.28,20.45,1.42,3.16,44.91,451
Loy Vaught,Pacers,48.08,1940.4,28.2,8.72,17.98,48.5,3406
Dominique Wilkins,Pacers,51.04,1487.12,21.03,7.15,14.47,49.38,3635
Sean Higgins,Pacers,54.04,235.92,24.93,3.36,6.88,48.86,485
Dallas Comegys,Pacers,41.22,126.16,19.3,2.24,5.64,39.75,313
Kevin McHale,Pacers,52.95,549.6,20.85,2.47,4.69,52.57,1240
Mark Macon,Pacers,52.88,941.8,14.47,4.8,10.04,47.85,3507
Byron Irvin,Pacers,0.0,1.0,15.88,0.0,0.86,0.0,7
Todd Lichti,Pacers,51.92,360.16,16.58,1.9,4.06,46.8,1141
Scott Skiles,Pacers,51.8,1017.36,16.96,7.16,14.17,50.55,3373
Mark Jackson,Pacers,44.52,368.36,13.78,3.1,6.42,48.22,1719
Jon Koncak,Bucks,47.7,1216.88,23.3,7.41,15.6,47.51,2611
Steve Johnson,Bucks,47.49,793.88,17.83,4.84,10.92,44.3,2335
Gary Leonard,Bucks,47.54,166.16,21.03,1.17,2.44,48.05,403
Buck Williams,Bucks,46.56,1387.52,25.28,7.06,15.54,45.45,2696
Armen Gilliam,Bucks,44.39,564.32,18.2,3.15,7.01,44.99,1546
Lance Blanks,Bucks,48.55,279.12,15.5,1.55,3.19,48.53,833
Terry Catledge,Bucks,49.51,1030.04,20.58,5.3,11.45,46.29,2575
Kendall Gill,Bucks,56.76,1317.76,23.88,8.07,15.45,52.2,2697
Steve Smith,Bucks,52.67,665.48,18.35,3.7,7.63,48.52,1838
Jeff Martin,Bucks,69.73,48.04,14.92,1.19,1.87,63.78,182
Mookie Blaylock,Bucks,49.88,846.04,17.01,7.23,14.37,50.29,2868
Greg Sutton,Bucks,49.97,268.16,15.51,2.38,5.06,47.02,1077
Brad Daugherty,Bullets,48.21,1715.24,33.48,9.67,20.12,48.09,2605
Greg Dreiling,Bullets,50.39,81.36,12.71,1.21,2.59,46.93,318
Isaac Austin,Bullets,39.34,263.12,17.69,2.11,5.29,39.86,767
Terry Cummings,Bullets,45.69,577.84,12.8,3.24,8.47,38.29,2762
Tyrone Hill,Bullets,43.19,135.44,11.38,1.21,3.15,38.45,696
Anthony Bonner,Bullets,48.98,661.52,17.05,3.7,7.73,47.86,2032
Stacey Augmon,Bullets,47.95,234.6,19.0,2.22,4.99,44.49,644
Mitch Richmond,Bullets,55.83,1363.0,25.49,8.18,17.05,47.95,2887
Terence Stansbury,Bullets,48.32,134.52,7.2,0.75,1.69,44.39,1059
Nate McMillan,Bullets,47.98,920.2,18.95,6.94,14.36,48.34,2839
Muggsy Bogues,Bullets,50.24,296.6,16.79,2.48,5.06,49.05,1093
Danny Ainge,Bullets,51.24,177.6,17.82,5.55,12.79,43.42,462
Donald Hodge,Mavericks,47.75,568.56,18.01,4.69,10.35,45.29,1626
Antonio Davis,Mavericks,46.13,495.32,21.22,4.23,9.24,45.81,1198
Bill Garnett,Mavericks,49.51,268.64,24.52,2.48,4.99,49.68,491
Anthony Teachey,Mavericks,43.67,694.96,18.86,3.66,8.89,41.18,1919
Hot Rod Williams,Mavericks,50.63,1170.28,26.64,8.47,16.08,52.68,2085
Sylvester Gray,Mavericks,49.34,307.04,17.26,2.06,4.45,46.28,956
Kevin Brooks,Mavericks,51.03,600.68,13.5,3.64,7.4,49.18,2300
Bobby Phills,Mavericks,48.96,876.16,20.39,4.99,10.8,46.17,2146
Doug West,Mavericks,42.58,465.04,16.05,2.75,6.55,42.0,1509
Lafayette Lever,Mavericks,53.83,1302.28,24.11,11.98,21.33,56.18,2745
Stan Kimbrough,Mavericks,54.47,68.84,17.92,3.39,6.45,52.57,217
Terrell Brandon,Mavericks,46.59,451.84,19.72,3.04,7.15,42.52,1334
William Bedford,Nuggets,43.37,605.32,14.51,3.59,8.77,40.9,2440
Charles Barkley,Nuggets,44.35,1500.72,26.54,7.59,17.83,42.56,3030
LeRon Ellis,Nuggets,50.21,734.92,21.37,4.3,9.14,47.07,1902
Terry Davis,Nuggets,25.38,7.88,32.28,0.88,3.97,22.14,20
Andre Moore,Nuggets,39.57,27.8,12.46,0.43,1.07,40.55,130
Chris Mullin,Nuggets,54.12,1001.56,23.18,7.03,15.62,44.99,2461
Larry Bird,Nuggets,52.09,751.56,25.94,5.46,11.53,47.33,1615
Samuel Abdul-Wahad,Nuggets,50.54,220.6,12.4,1.28,3.03,42.28,1034
Tim Perry,Nuggets,55.36,90.32,20.22,1.25,2.36,52.96,219
Nick Anderson,Nuggets,50.01,832.76,16.88,4.77,11.41,41.83,2879
Gary Grant,Nuggets,50.14,466.72,21.66,3.32,6.62,50.2,1224
Steve Kerr,Nuggets,47.21,819.8,17.33,5.39,12.77,42.22,2775
Olden Polynice,Rockets,47.24,684.8,18.92,3.79,8.37,45.32,1841
George Ackles,Rockets,46.08,704.2,18.25,4.0,8.99,44.48,1951
Horace Grant,Rockets,44.06,687.68,20.05,3.43,7.75,44.28,1668
Larry Johnson,Rockets,50.77,1249.76,26.06,7.72,14.83,52.09,2347
Greg Foster,Rockets,50.33,103.32,14.21,1.12,2.43,46.16,380
Rick Fox,Rockets,46.69,419.76,10.79,2.28,5.43,41.95,2045
Brian Spencer,Rockets,44.34,414.96,13.11,2.75,6.15,44.75,1645
Nolan Diaz-Miguel,Rockets,73.92,7.44,13.87,0.51,0.73,70.44,30
Tim Legler,Rockets,52.61,275.6,10.93,1.55,3.65,42.41,1351
Kenny Smith,Rockets,54.38,1131.0,20.41,7.53,14.62,51.51,2712
Gary Payton,Rockets,49.05,1236.56,26.64,9.31,19.93,46.68,2539
Tony Harris,Rockets,45.05,667.0,29.24,3.5,8.8,39.71,1204
Steve Stipanovich,Timberwolves,49.59,1291.6,24.15,7.19,15.04,47.79,2754
Mike Gminski,Timberwolves,50.51,725.6,25.31,4.63,9.35,49.52,1383
Charles Smith,Timberwolves,53.24,1365.44,32.24,10.43,20.18,51.69,2110
Jerrod Mustaf,Timberwolves,43.39,61.08,17.49,1.74,4.44,39.13,129
Mark McNamara,Timberwolves,41.76,484.96,16.38,2.2,5.8,37.93,1632
Derek Strong,Timberwolves,,0.0,0.0,0.0,0.0,,1
Clyde Drexler,Timberwolves,52.43,1398.88,24.71,7.9,16.43,48.05,2906
Michael Brooks,Timberwolves,50.07,820.92,15.78,4.88,10.13,48.15,2742
Tony Campbell,Timberwolves,55.99,181.28,19.93,1.68,3.23,51.93,495
David Greenwood,Timberwolves,45.03,210.96,22.86,2.51,5.31,47.26,459
Phil Henderson,Timberwolves,49.03,508.88,14.77,2.81,5.87,47.85,1819
Rob Williams,Timberwolves,48.05,604.64,14.95,5.67,11.96,47.38,2692
Anthony Taylor,Timberwolves,44.66,175.76,14.93,1.37,3.07,44.44,665
Steve Alford,Timberwolves,56.46,332.96,13.0,3.1,5.69,54.47,1335
Stacey King,Suns,44.73,827.16,17.19,4.53,11.06,40.92,2625
Doug Roth,Suns,44.79,558.2,20.44,2.76,6.17,44.7,1292
Derrick Coleman,Suns,48.24,640.52,13.1,3.78,8.68,43.5,2697
Larry Micheaux,Suns,49.9,397.8,15.78,2.29,4.67,49.16,1252
Trevor Wilson,Suns,46.99,5.32,12.29,0.81,1.86,43.45,19
Sean Elliott,Suns,54.41,1377.52,26.09,8.53,17.17,49.65,2528
Derrick Chievous,Suns,53.3,690.48,19.31,4.19,8.86,47.25,1899
Dennis Scott,Suns,52.01,1284.48,23.32,7.11,15.08,47.17,2725
Harvey Grant,Suns,46.51,232.2,17.08,1.57,3.48,44.95,698
Freddie Banks,Suns,52.97,257.68,19.54,1.75,3.35,52.1,667
Ron Harper,Suns,0.0,1.0,15.31,0.12,1.03,11.94,7
Mark Price,Suns,54.3,1131.64,21.74,8.29,16.96,48.87,2882
Brian Shaw,Suns,51.06,393.68,21.59,3.09,6.34,48.83,1060
Alton Lister,Spurs,48.78,886.6,17.9,5.07,11.78,43.05,2739
Victor Alexander,Spurs,49.15,560.52,13.9,3.0,6.53,45.94,2075
Melvin Turpin,Spurs,49.18,1335.84,24.24,7.79,16.26,47.91,2812
Jeff Sanders,Spurs,33.41,17.96,16.0,0.91,2.43,37.6,37
Jerome Lane,Spurs,52.98,755.0,25.7,4.33,8.36,51.84,1406
James Worthy,Spurs,50.58,1257.32,19.43,6.55,13.17,49.71,3158
Lionel Simmons,Spurs,40.0,10.0,6.26,0.41,1.47,28.13,52
Hersey Hawkins,Spurs,52.85,1700.16,24.94,8.95,18.59,48.16,3366
Griffin McAdoo,Spurs,50.86,284.12,14.25,1.64,3.79,43.25,1068
Terrance Bailey,Spurs,50.62,38.52,13.76,0.57,1.35,42.33,147
B.J. Armstrong,Spurs,52.99,935.16,17.57,7.16,14.7,48.73,3132
Kelvin Upshaw,Spurs,45.24,335.96,16.5,2.39,4.75,50.25,1084
Arvydas Sabonis,Jazz,46.77,1178.12,19.74,6.17,13.47,45.76,3015
Steve Scheffler,Jazz,53.85,472.6,24.69,2.46,4.51,54.45,859
Christian Welp,Jazz,48.8,1000.96,17.65,5.08,10.67,47.62,2780
Michael Cage,Jazz,47.73,740.56,16.89,4.01,8.38,47.91,2118
Clifford Robinson,Jazz,52.56,1520.28,25.1,8.13,16.26,49.97,2941
Kenny Williams,Jazz,53.64,629.2,13.49,3.2,6.96,46.04,2314
Randolph Keys,Jazz,43.96,42.08,15.3,0.65,1.33,49.32,120
Winston Bennett,Jazz,100.0,1.0,42.03,0.79,0.79,100.0,1
Roberto Brunamonti,Jazz,62.77,1137.48,20.87,7.1,13.16,53.9,2618
Leon Wood,Jazz,53.2,1424.8,22.06,9.38,18.46,50.84,3326
Byron Dinkins,Jazz,53.14,455.44,22.94,3.11,6.0,51.79,1010
Steve Henson,Jazz,52.72,330.04,17.58,1.6,4.08,39.12,1053
Zan Tabak,Warriors,50.73,1467.56,24.14,6.63,13.02,50.91,2854
Stanley Roberts,Warriors,45.79,607.16,16.06,2.79,6.13,45.48,1861
Danny Manning,Warriors,54.96,2351.6,32.9,11.87,22.5,52.76,3519
Doug Smith,Warriors,48.29,442.12,20.91,2.4,4.78,50.25,972
Orlando Graham,Warriors,46.7,97.44,17.35,1.2,2.72,44.01,322
Michael Ansley,Warriors,50.79,620.2,13.16,2.97,6.16,48.19,2402
Brian Quinnett,Warriors,52.06,920.12,18.4,4.24,8.41,50.46,2383
Dell Curry,Warriors,55.79,149.68,13.15,2.54,5.23,48.61,603
A.J. English,Warriors,52.81,854.08,15.0,4.47,8.82,50.74,2788
Mike Morrison,Warriors,55.03,288.92,11.92,1.87,4.04,46.16,1313
Willie Anderson,Warriors,26.6,1.88,10.37,0.25,0.76,32.68,5
Kevin Johnson,Warriors,53.45,1139.28,21.3,10.49,19.62,53.44,2830
Jon Sundvold,Warriors,52.93,521.4,16.87,3.86,7.1,54.38,1708
Travis Mays,Warriors,57.39,80.16,18.8,2.32,4.09,56.79,225
Rony Seikaly,Clippers,43.16,1075.0,21.99,5.28,12.74,41.42,2439
Dwayne Schintzius,Clippers,47.22,442.64,16.56,2.81,6.15,45.66,1308
Will Perdue,Clippers,40.65,29.52,9.69,1.24,2.92,42.28,120
Shawn Kemp,Clippers,50.87,1642.44,30.58,9.74,19.34,50.33,2615
Pete Chilcutt,Clippers,48.85,652.04,22.91,3.58,7.39,48.49,1386
John Williams,Clippers,49.29,538.68,13.4,3.39,6.8,49.87,1982
Billy Owens,Clippers,46.99,63.84,20.88,0.92,2.38,38.76,217
Len Bias,Clippers,50.57,620.88,16.61,4.1,8.81,46.54,1969
Reggie Miller,Clippers,53.08,926.92,16.03,5.29,11.24,47.07,2901
Jeff Malone,Clippers,50.89,272.16,15.47,1.77,3.94,45.02,929
Jim Brogan,Clippers,52.43,1317.08,22.91,10.34,19.63,52.69,2824
Avery Johnson,Clippers,38.93,337.76,17.85,2.2,5.03,43.75,1072
Jose Vargas,Lakers,45.06,632.52,20.84,4.13,9.37,44.06,1506
Thor Shaw,Lakers,43.53,166.56,6.54,1.46,3.36,43.55,1360
Larry Smith,Lakers,48.13,505.88,20.32,6.56,14.27,45.96,1342
Gary Voce,Lakers,48.01,27.08,7.99,1.53,3.09,49.6,175
Kiki Vandeweghe,Lakers,51.29,116.0,11.97,1.81,3.66,49.62,459
Toni Kukoc,Lakers,52.3,1224.6,23.1,6.99,14.93,46.84,2657
Ricky Blanton,Lakers,47.14,55.16,12.93,1.29,3.08,41.71,304
Blue Edwards,Lakers,61.38,35.84,14.94,2.79,4.74,58.81,136
Michael Perry,Lakers,50.89,431.36,11.65,2.79,5.72,48.82,1879
Jim Farmer,Lakers,47.46,461.44,20.96,4.28,9.59,44.6,1161
Steve Harris,Lakers,50.63,123.44,15.29,1.46,2.84,51.48,355
Tate George,Lakers,49.83,254.88,34.07,2.83,5.64,50.19,369
Jim Spanarkel,Lakers,54.45,84.48,25.76,2.05,4.41,46.46,203
Phil Ford,Lakers,48.95,739.52,22.99,6.51,13.48,48.26,1604
Dana Barros,Lakers,51.65,648.6,19.76,4.22,10.78,39.18,2015
LaSalle Thompson,Trailblazers,44.8,806.84,16.02,4.2,9.57,43.88,2653
Tim Kempton,Trailblazers,48.97,463.52,10.76,2.49,5.37,46.37,2353
Jessie Samake,Trailblazers,41.65,159.68,10.09,0.8,2.12,37.61,889
Pervis Ellison,Trailblazers,45.92,1385.16,23.6,6.22,14.43,43.06,3002
Jeremy Rayburn,Trailblazers,40.24,19.88,23.26,0.86,2.06,41.55,42
Landon Mihalik,Trailblazers,48.89,549.2,14.82,3.88,8.67,44.79,1978
Mario Gress,Trailblazers,50.61,134.36,17.83,1.42,3.3,43.0,398
Alaa Abdelnaby,Trailblazers,25.0,4.0,7.93,0.14,0.46,30.94,23
Michael Jordan,Trailblazers,58.36,2641.32,36.04,13.6,25.74,52.83,3568
Joe Dumars,Trailblazers,52.8,800.24,14.65,4.75,10.13,46.89,2991
Caleb Bogues,Trailblazers,54.8,348.52,18.99,2.23,4.67,47.67,1046
John Stockton,Trailblazers,53.96,1247.2,20.55,9.07,17.95,50.52,3420
Chuck Nevitt,Kings,43.73,397.88,7.93,1.93,5.21,37.03,2889
Chris Washburn,Kings,43.28,745.08,18.92,3.56,8.57,41.55,2006
Sam Perkins,Kings,48.65,1874.6,31.15,10.12,20.92,48.38,2935
Jayson Williams,Kings,46.08,255.0,24.09,1.31,2.75,47.75,490
Thomas Jordan,Kings,34.83,66.04,22.64,1.03,2.86,35.86,151
Chris Gatling,Kings,52.18,1736.32,31.55,9.11,18.41,49.46,2668
Sean Green,Kings,49.6,676.36,13.02,3.44,7.9,43.49,2740
Lamont Strothers,Kings,51.14,411.64,14.52,2.18,4.92,44.35,1498
Ricky Berry,Kings,56.37,420.4,14.0,2.24,4.84,46.2,1550
LaBradford Smith,Kings,60.0,5.0,20.92,0.74,1.1,66.9,10
Michael Adams,Kings,46.47,719.84,24.95,4.29,9.76,43.96,1596
Haywoode Workman,Kings,43.23,929.92,19.0,6.26,13.17,47.48,2614
Bill Cartwright,SuperSonics,48.11,948.92,21.75,5.93,12.7,46.73,2078
Lester Fonville,SuperSonics,48.32,482.24,17.32,3.22,7.01,45.9,1354
John Turner,SuperSonics,41.98,353.72,19.4,3.13,7.81,40.13,924
Kevin Willis,SuperSonics,47.94,676.92,13.08,3.75,8.0,46.82,2570
Lorenzo Williams,SuperSonics,45.12,118.56,26.9,5.16,11.94,43.2,225
Randy White,SuperSonics,43.6,44.72,17.38,2.04,4.31,47.21,138
Larry Nance,SuperSonics,51.13,1233.04,22.08,7.1,14.71,48.27,2768
