Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Michael Jordan,Rockets,56.79,2080.32,33.33,12.83,25.68,49.96,3071
Kenny Smith,Rockets,55.73,1353.0,21.26,11.25,19.79,56.84,3198
Danny Young,Rockets,51.17,224.72,16.81,1.53,3.44,44.46,759
Steve Scheffler,Timberwolves,53.92,147.44,22.74,2.03,3.59,56.55,316
Bo Outlaw,Timberwolves,48.23,919.64,19.1,5.05,10.49,48.11,2210
Michael McDonald,Timberwolves,16.67,6.0,18.82,0.12,1.35,8.76,27
Jessie Samake,Timberwolves,40.02,81.2,6.83,0.89,2.37,37.73,582
Derrick Coleman,Timberwolves,48.73,1265.16,22.38,7.12,15.01,47.42,2688
Clarence Weatherspoon,Timberwolves,52.79,849.56,20.9,5.66,10.73,52.78,1912
George Zidek,Timberwolves,47.55,88.32,18.56,1.98,3.96,49.96,211
Frank Kornet,Timberwolves,58.08,1109.6,21.21,7.35,13.05,56.36,2360
Chris Morris,Timberwolves,53.92,146.52,12.22,1.06,2.31,45.94,611
Steve Smith,Timberwolves,51.44,988.52,20.62,5.59,11.91,46.92,2255
Todd Lichti,Timberwolves,53.1,1022.68,19.14,5.99,11.86,50.54,2483
Bimbo Coles,Timberwolves,55.03,1140.24,21.43,9.24,17.13,53.94,2646
Melvin Booker,Timberwolves,50.06,317.6,18.42,2.71,5.48,49.42,847
Carson Nichols,Timberwolves,50.63,81.96,15.37,2.28,4.45,51.25,276
Randy Woods,Timberwolves,46.85,46.96,22.39,3.02,7.1,42.56,138
Shaquille O'Neal,Suns,52.49,1694.76,27.56,10.14,20.45,49.61,2997
Ralph Sampson,Suns,48.49,889.88,18.55,5.02,10.8,46.48,2331
John Shasky,Suns,43.55,173.36,10.13,1.21,2.55,47.25,764
Michael Cage,Suns,48.47,235.2,12.66,1.66,3.74,44.4,950
Charles Smith,Suns,54.52,1732.32,26.61,10.8,20.71,52.17,3196
Michael Ansley,Suns,48.48,202.16,14.31,3.81,7.98,47.73,673
Lionel Simmons,Suns,100.0,1.0,8.57,0.75,0.75,100.0,5
Dallas Comegys,Suns,52.44,328.92,17.08,1.8,3.75,47.91,938
Sean Elliott,Suns,54.48,1563.76,24.25,9.09,18.3,49.7,3101
Joe Dumars,Suns,51.36,194.72,11.83,1.31,2.73,47.9,846
Eric Snow,Suns,47.14,723.36,13.83,6.36,12.45,51.07,2894
Adonis Jordan,Suns,44.33,262.8,13.67,2.3,4.49,51.13,1057
Alonzo Mourning,Spurs,54.2,1414.32,24.39,8.76,16.69,52.48,2792
Stacey King,Spurs,43.26,367.52,15.96,1.9,4.67,40.77,1184
Geert Hammink,Spurs,0.0,1.0,5.13,0.0,0.36,0.0,8
John Turner,Spurs,42.12,521.12,16.56,2.62,6.26,41.87,1560
Tom Hammonds,Spurs,48.87,970.0,19.48,5.7,11.53,49.42,2304
Tom Gugliotta,Spurs,56.49,1573.84,24.23,10.43,19.54,53.4,3203
Dejan Bodiroga,Spurs,49.56,293.6,10.91,1.93,4.22,45.71,1448
Pete Chilcutt,Spurs,48.88,14.32,12.35,0.53,1.14,46.49,50
Hersey Hawkins,Spurs,56.93,1663.32,24.44,9.42,18.66,50.5,3175
Ron Harper,Spurs,42.23,17.76,24.15,0.88,2.42,36.25,49
Johnny Dawkins,Spurs,47.98,929.48,17.58,7.44,14.84,50.14,2845
B.J. Armstrong,Spurs,50.19,303.84,15.97,2.5,5.25,47.66,1088
Arvydas Sabonis,Jazz,47.34,956.92,18.28,5.56,12.4,44.88,2659
Rashard Griffith,Jazz,44.79,742.36,25.46,4.3,9.47,45.44,1449
Christian Welp,Jazz,49.62,295.24,18.12,2.48,5.14,48.12,740
Tim Kempton,Jazz,45.01,168.84,16.94,2.02,4.68,43.05,588
Orlando Graham,Jazz,47.44,539.6,15.85,2.97,6.76,43.95,1724
Dickey Simpkins,Jazz,46.85,622.2,20.93,4.02,8.71,46.09,1465
Dwayne Whitfield,Jazz,48.47,725.2,18.5,4.31,9.14,47.15,1901
Anthony Teachey,Jazz,43.74,570.36,17.33,3.69,9.68,38.08,1751
Cliff Robinson,Jazz,52.72,188.72,17.52,3.38,6.88,49.22,499
Quintin Dailey,Jazz,51.25,798.0,18.93,5.14,10.97,46.88,2100
Keith Smart,Jazz,45.74,988.28,21.17,5.53,13.35,41.4,2401
Anthony Goldwire,Jazz,45.97,1333.56,27.56,7.81,17.41,44.87,2426
Eric Leckner,Warriors,45.57,145.92,24.29,2.87,6.48,44.35,353
Matt Fish,Warriors,45.87,214.72,22.12,3.38,7.54,44.89,532
Reggie Smith,Warriors,43.04,607.52,20.83,2.84,6.76,42.07,1369
Danny Manning,Warriors,50.83,1499.08,31.26,9.44,19.51,48.38,2278
Anthony Avent,Warriors,53.45,376.08,20.01,3.8,7.0,54.29,858
Joe Smith,Warriors,49.78,981.32,21.36,5.83,12.1,48.16,2147
Lamond Murray,Warriors,56.55,1137.0,22.9,7.86,15.78,49.79,2381
Armen Gilliam,Warriors,47.7,534.64,15.94,2.95,6.47,45.59,1685
Logan Vander Velden,Warriors,28.82,13.88,15.63,0.68,1.87,36.66,38
Mike Morrison,Warriors,61.48,313.92,13.91,2.06,4.16,49.48,1209
Nick Anderson,Warriors,49.32,684.24,12.94,3.79,9.02,42.03,2726
Lucious Harris,Warriors,45.57,55.96,11.42,1.03,2.28,45.25,225
Kevin Johnson,Warriors,51.48,1231.64,21.04,10.87,20.35,53.41,2979
Tyus Edney,Warriors,48.85,273.28,16.24,2.57,4.87,52.77,922
Dwayne Schintzius,Clippers,44.34,858.12,16.49,4.72,10.82,43.63,2616
Scott Williams,Clippers,49.04,514.84,14.87,2.94,6.0,49.05,1633
Elmore Spencer,Clippers,54.48,33.96,10.97,0.76,1.68,45.0,118
Danny Ferry,Clippers,52.03,204.68,13.02,1.87,4.33,43.25,998
Erik Meek,Clippers,44.75,453.68,12.57,2.72,6.34,42.91,2022
Donald Hodge,Clippers,48.69,44.16,13.84,0.99,2.18,45.49,166
Shawn Kemp,Clippers,50.38,1212.8,25.8,7.55,16.04,47.06,2394
Corliss Williamson,Clippers,45.38,156.44,14.34,1.75,4.01,43.72,560
Len Bias,Clippers,50.61,701.48,18.14,4.26,9.11,46.76,2068
Darrin Hancock,Clippers,50.0,2.0,28.32,0.38,0.75,51.26,4
Eric Piatkowski,Clippers,55.44,2054.64,30.48,11.75,23.27,50.51,3196
Reggie Miller,Clippers,55.09,191.52,12.67,1.17,2.57,45.79,809
Greg Anthony,Clippers,51.93,283.08,19.54,3.01,6.46,46.55,875
Nick Van Exel,Clippers,53.42,729.08,20.14,5.57,12.51,44.5,2205
Sharone Wright,Lakers,51.61,1160.56,22.04,6.93,13.24,52.4,2346
Pervis Ellison,Lakers,50.43,1220.56,23.74,7.07,15.04,46.97,2455
Zeljko Rebraca,Lakers,46.76,537.8,17.43,3.12,6.94,44.92,1456
Brian Rowsom,Lakers,46.14,82.36,11.78,2.13,4.97,42.96,372
Yinka Dare,Lakers,49.95,125.12,15.72,1.79,4.31,41.59,480
Jerome Lane,Lakers,50.92,1142.08,28.42,11.12,22.06,50.39,1870
Rodney Rogers,Lakers,44.95,304.76,15.96,1.85,4.62,40.03,999
Terry Catledge,Lakers,33.33,3.0,9.18,0.38,1.11,34.45,13
Adam Keefe,Lakers,49.63,984.32,23.03,5.14,11.05,46.48,2008
Dennis Hopson,Lakers,55.5,680.24,13.98,4.74,9.29,51.04,2470
Shelton Jones,Lakers,51.91,505.68,17.26,3.06,5.99,51.18,1358
Nate McMillan,Lakers,48.7,493.88,19.19,3.93,8.16,48.17,1395
Isiah Thomas,Lakers,55.0,967.28,21.24,8.47,17.26,49.06,2540
Bryant Reeves,Trailblazers,53.99,1390.2,24.07,8.18,15.63,52.33,2684
Rony Seikaly,Trailblazers,45.9,1055.64,20.61,5.4,12.57,42.98,2447
Luther Wright,Trailblazers,42.54,212.76,17.68,1.13,2.79,40.53,573
Tim Perry,Trailblazers,46.37,879.88,20.42,4.66,10.43,44.7,2057
Greg Cadillac Anderson,Trailblazers,55.44,1266.2,21.84,7.48,13.83,54.06,2601
Ben Coleman,Trailblazers,,0.0,0.0,0.0,0.0,,2
Glen Rice,Trailblazers,60.25,52.28,11.79,1.56,2.99,52.16,215
Don Reid,Trailblazers,48.83,519.2,18.89,3.12,6.54,47.62,1269
Byron Scott,Trailblazers,53.48,1334.96,22.06,8.36,16.92,49.4,2923
Rex Chapman,Trailblazers,62.69,241.68,11.79,1.88,3.48,54.01,1050
Gary Payton,Trailblazers,52.88,1033.56,18.25,9.83,17.57,55.95,2892
Steve Kerr,Trailblazers,51.45,325.56,17.5,2.59,5.41,47.8,1038
Eric Mobley,Kings,48.26,751.08,16.12,4.49,8.98,50.05,2162
Scott Haskin,Kings,48.19,1015.72,21.3,5.77,11.96,48.27,2210
Matt Geiger,Kings,48.17,460.88,11.43,3.15,7.03,44.77,2096
Cherokee Parks,Kings,48.17,40.48,9.75,0.73,1.59,46.05,205
Alan Henderson,Kings,48.96,293.12,13.75,1.78,3.68,48.38,1066
Corie Blount,Kings,40.32,97.96,18.09,2.48,5.93,41.82,252
Thomas Jordan,Kings,30.0,10.0,21.26,1.57,5.62,27.9,21
Chris Gatling,Kings,56.0,1759.08,29.32,10.71,20.28,52.82,2744
Ivano Newbill,Kings,30.97,17.76,15.69,0.62,2.39,26.03,59
Gary Collier,Kings,56.56,838.12,21.51,4.98,9.86,50.5,1814
Griffin McAdoo,Kings,57.28,1025.72,17.71,6.45,13.23,48.73,2891
Jason Kidd,Kings,53.57,1305.76,23.07,10.77,21.02,51.22,2904
Bobby Hurley,Kings,50.67,503.28,19.92,3.57,7.69,46.43,1316
Eric Montross,SuperSonics,44.85,592.0,12.28,3.34,7.66,43.57,2445
Thomas Hamilton,SuperSonics,54.91,46.44,22.38,0.86,1.63,53.05,110
Christian Laettner,SuperSonics,47.93,1227.72,25.76,6.69,15.31,43.69,2317
Steve Johnson,SuperSonics,47.02,114.84,13.62,1.39,3.27,42.34,430
Bill Curley,SuperSonics,50.03,1054.4,23.1,6.05,11.77,51.46,2098
LaPhonso Ellis,SuperSonics,50.67,1366.8,25.96,8.72,18.55,47.04,2537
Lamont Strothers,SuperSonics,52.44,920.16,17.05,5.95,12.08,49.26,2558
